City ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
354,Burley,42.5357,-113.7928,33.71,86,0,0.0,US,1645277723
355,Dunedin,-45.8742,170.5036,50.81,85,1,3.98,NZ,1645277723
356,Baghramyan,40.1934,44.3683,52.59,28,6,1.14,AM,1645277723
357,Havelock,34.8791,-76.9013,45.93,78,0,1.99,US,1645277723
358,Pitimbu,-7.4706,-34.8086,84.79,66,90,8.55,BR,1645277724
359,Pervomayskaya,43.4033,45.5261,42.6,81,20,8.95,RU,1645277724
360,Collie,-33.3667,116.15,69.98,52,97,9.98,AU,1645277724
361,Cravo Norte,6.3017,-70.2041,86.56,40,81,13.85,CO,1645277724
362,Tungor,53.3808,142.9564,11.77,95,100,11.23,RU,1645277724
363,Agadez,19.75,10.25,72.93,13,14,6.58,NE,1645277724
364,Tretiy Severnyy,60.2086,59.9611,28.87,82,100,9.57,RU,1645277724
365,Arman',59.7,150.1667,-9.26,82,70,11.03,RU,1645277724
366,Katherine,-14.4667,132.2667,77.32,83,20,4.61,AU,1645277724
367,Port Blair,11.6667,92.75,77.04,78,75,4.61,IN,1645277724
368,Estelle,29.8458,-90.1067,45.0,69,75,8.05,US,1645277724
369,Tagusao,9.1924,117.8141,79.54,82,74,6.87,PH,1645277724
370,Requena,39.4883,-1.1004,53.13,80,100,7.94,ES,1645277725
371,Manthani,18.65,79.6667,82.72,31,22,4.27,IN,1645277725
372,Vallenar,-28.5708,-70.7581,74.1,51,0,4.43,CL,1645277725
373,Thinadhoo,0.5333,72.9333,82.0,71,96,8.68,MV,1645277725
374,Lithakia,37.7167,20.8333,63.77,67,0,4.79,GR,1645277725
375,Hadrut,39.52,47.0318,51.35,44,6,5.46,AZ,1645277725
376,Olinda,-8.0089,-34.8553,78.53,89,75,2.3,BR,1645277425
377,San Alberto,7.7611,-73.3922,81.72,68,60,3.65,CO,1645277725
378,Luganville,-15.5333,167.1667,79.36,87,92,4.34,VU,1645277725
379,Sur,22.5667,59.5289,74.25,55,0,4.85,OM,1645277725
380,Omboué,-1.5746,9.2618,85.82,63,71,10.04,GA,1645277726
381,Mariental,-24.6333,17.9667,90.1,28,52,4.36,NA,1645277726
382,Chimbote,-9.0853,-78.5783,74.16,72,71,4.43,PE,1645277726
383,San Carlos,9.6612,-68.5827,84.97,43,44,2.06,VE,1645277726
384,Griffith,41.5284,-87.4237,13.62,62,0,14.97,US,1645277726
385,Dudinka,69.4058,86.1778,16.63,94,100,22.08,RU,1645277726
386,Lātehār,23.75,84.5,66.2,28,25,1.97,IN,1645277726
387,Igurusi,-8.85,33.85,74.28,75,85,4.0,TZ,1645277726
388,Daru,-9.0763,143.2092,81.18,80,89,6.06,PG,1645277726
389,Fare,-16.7,-151.0167,79.52,78,86,13.98,PF,1645277726
390,Keskin,39.6731,33.6136,34.16,78,98,3.06,TR,1645277726
391,Martapura,-3.4167,114.85,80.69,89,100,3.44,ID,1645277727
392,Sydney,-33.8679,151.2073,72.7,73,75,6.91,AU,1645277701
393,Karpathos,35.507,27.2132,60.76,39,0,24.16,GR,1645277727
394,Petropavlovsk-Kamchatskiy,53.0452,158.6483,19.99,53,75,8.95,RU,1645277654
395,Borogontsy,62.6683,131.1683,-31.54,100,100,0.45,RU,1645277727
396,Vestmanna,62.1564,-7.1664,31.12,59,20,3.44,FO,1645277727
397,Hobyo,5.3505,48.5268,79.16,65,86,19.91,SO,1645277727
398,Amethī,26.15,81.8167,65.86,43,0,9.01,IN,1645277727
399,Salisbury,51.0693,-1.7957,50.29,93,75,25.32,GB,1645277727
400,Taltal,-25.4,-70.4833,71.44,71,2,6.58,CL,1645277727
401,Alanya,36.5438,31.9998,64.53,45,0,1.77,TR,1645277504
402,Ōdachō-ōda,35.1833,132.5,43.0,80,100,10.92,JP,1645277728
403,Mongo,12.1844,18.693,90.93,10,1,10.65,TD,1645277695
404,Maumere,-8.6199,122.2111,80.17,81,100,5.08,ID,1645277728
405,Pandan,14.0453,124.1694,78.03,89,81,8.19,PH,1645277728
406,Pimenta Bueno,-11.6725,-61.1936,73.96,96,100,3.83,BR,1645277728
407,Vanderhoof,54.0166,-124.0198,36.55,80,100,10.07,CA,1645277728
408,Tarnos,43.5417,-1.4628,59.14,77,20,11.5,FR,1645277728
409,Amazar,53.858,120.875,-10.01,97,100,3.96,RU,1645277728
410,Vila Franca do Campo,37.7167,-25.4333,57.61,62,100,6.02,PT,1645277728
411,Luoyang,34.6836,112.4536,37.98,30,90,2.04,CN,1645277728
412,Wazirabad,32.4458,74.1159,67.98,36,74,8.08,PK,1645277729
413,Karasjok,69.4719,25.5112,23.11,90,100,7.87,NO,1645277729
414,Fianarantsoa,-21.4333,47.0833,69.64,80,67,9.04,MG,1645277729
415,Talā,30.6803,30.9429,55.15,66,100,14.67,EG,1645277461
416,Khromtau,50.2503,58.4347,1.22,99,5,2.3,KZ,1645277729
417,Finschhafen,-6.6024,147.8681,80.76,84,100,12.62,PG,1645277729
418,Coruripe,-10.1256,-36.1756,88.0,56,34,14.18,BR,1645277729
419,Waipawa,-41.4122,175.5153,57.45,96,100,3.36,NZ,1645277729
420,Qinzhou,21.95,108.6167,43.61,88,100,20.54,CN,1645277729
421,Imbituba,-28.24,-48.6703,78.69,60,0,5.88,BR,1645277729
422,Ndélé,8.4109,20.6473,102.63,7,40,5.3,CF,1645277730
423,Shellbrook,53.2168,-106.4011,4.23,94,100,9.6,CA,1645277730
424,Nuuk,64.1835,-51.7216,7.41,56,20,14.97,GL,1645277583
425,Seoul,37.5683,126.9778,25.99,50,0,14.97,KR,1645277570
426,Ust'-Uda,54.1742,103.0304,8.04,98,100,1.77,RU,1645277730
427,Envira,-7.3,-70.2167,81.12,75,84,3.31,BR,1645277730
428,Corinth,37.9407,22.9573,64.76,56,0,2.59,GR,1645277660
429,Havre-St-Pierre,50.2334,-63.5986,1.99,71,40,5.75,CA,1645277730
430,Dimbokro,6.6451,-4.7048,102.27,26,100,1.81,CI,1645277730
431,Chapais,49.7834,-74.8492,-11.42,93,100,8.41,CA,1645277730
432,Mbini,1.574,9.6134,87.64,71,95,9.6,GQ,1645277730
433,Otane,-39.8833,176.6333,64.0,93,100,2.48,NZ,1645277730
434,Betsiamites,48.9413,-68.646,8.49,84,100,5.77,CA,1645277730
435,Ilulissat,69.2167,-51.1,21.22,53,75,31.07,GL,1645277481
436,Tupik,54.4253,119.9327,-8.37,100,100,1.79,RU,1645277731
437,Iracoubo,5.4802,-53.2011,75.25,93,99,6.11,GF,1645277731
438,Fresnillo,23.1667,-102.8833,54.0,67,42,2.91,MX,1645277731
439,Hudson Bay,52.85,-102.3842,0.03,96,100,10.07,CA,1645277731
440,Pangai,-19.8,-174.35,81.46,74,5,11.95,TO,1645277731
441,Cabra,37.4725,-4.4421,61.66,65,100,1.01,ES,1645277731
442,Berlevåg,70.8578,29.0864,26.44,74,100,25.12,NO,1645277731
443,High Level,58.5169,-117.136,-5.69,77,40,10.36,CA,1645277731
444,Rockland,41.1668,-74.0496,32.68,64,51,1.01,US,1645277731
445,Zeya,53.75,127.2667,-4.58,96,90,3.87,RU,1645277567
446,Grindavik,63.8424,-22.4338,30.67,69,20,29.93,IS,1645277732
447,Tianpeng,30.9866,103.9393,43.27,70,100,3.29,CN,1645277732
448,Elizabeth City,36.2946,-76.2511,41.02,79,0,6.91,US,1645277732
449,Lata,40.1629,-8.3327,60.71,37,2,10.2,PT,1645277732
450,Flinders,-34.5833,150.8552,70.21,73,42,6.67,AU,1645277732
451,Departamento de Maldonado,-34.6667,-54.9167,75.22,53,0,3.0,UY,1645277732
452,Ivanivka,46.7208,34.553,47.5,53,54,17.47,UA,1645277732
453,Belmonte,-15.8631,-38.8828,86.5,60,76,9.75,BR,1645277732
454,Corinth,37.9407,22.9573,64.76,56,0,2.59,GR,1645277660
455,Maţāy,28.419,30.7792,66.36,31,87,24.02,EG,1645277483
456,Souris,49.6172,-100.2612,2.73,79,99,12.08,CA,1645277733
457,Camaná,-16.6228,-72.7111,72.59,83,100,4.61,PE,1645277733
458,Puri,19.8,85.85,81.12,76,62,9.66,IN,1645277733
459,Ballina,-28.8667,153.5667,75.16,85,96,9.22,AU,1645277733
460,Santa Fe,-31.6333,-60.7,86.76,51,2,5.99,AR,1645277733
461,Maniitsoq,65.4167,-52.9,-5.12,95,91,6.51,GL,1645277476
462,Westport,41.1415,-73.3579,35.56,65,0,15.01,US,1645277733
463,Coyhaique,-45.5752,-72.0662,58.95,77,75,6.91,CL,1645277695
464,Kemijärvi,66.7131,27.4306,22.98,93,100,8.72,FI,1645277733
465,Beringovskiy,63.05,179.3167,-16.44,97,41,10.49,RU,1645277733
466,Uglovoye,44.8215,33.6045,47.57,67,6,15.77,UA,1645277734
467,Neyshabur,36.2133,58.7958,52.34,28,5,3.67,IR,1645277734
468,Colquiri,-17.4167,-67.1333,43.79,54,86,0.92,BO,1645277734
469,Cam Ranh,11.9214,109.1591,76.96,83,20,2.3,VN,1645277734
470,Pitkyaranta,61.5734,31.4792,31.1,97,100,6.76,RU,1645277734
471,Powell River,49.8496,-124.5361,44.08,90,100,5.46,CA,1645277734
472,Inuvik,68.3499,-133.7218,-17.54,76,75,5.75,CA,1645277640
473,Visby,57.6409,18.296,34.77,86,100,21.85,SE,1645277734
474,Kangaatsiaq,68.3065,-53.4641,-7.94,95,100,10.07,GL,1645277734
475,Lamar,33.6668,-95.5836,37.53,55,0,4.61,US,1645277485
476,Nanding,36.7483,118.0558,28.94,26,0,4.23,CN,1645277735
477,Himatnagar,23.6,72.95,86.81,20,18,8.59,IN,1645277735
478,Yoichi,43.2039,140.7703,29.23,82,100,6.51,JP,1645277735
479,Maragogi,-9.0122,-35.2225,86.97,56,48,12.39,BR,1645277735
480,Spring Valley,36.108,-115.245,49.37,34,0,8.05,US,1645277735
481,Klyuchi,52.2667,79.1667,4.93,93,23,5.32,RU,1645277735
482,Örnsköldsvik,63.2909,18.7153,25.75,80,20,5.75,SE,1645277736
483,Geraldton,-28.7667,114.6,79.21,61,18,12.66,AU,1645277736
484,Anqiu,36.4342,119.1925,24.62,33,0,6.55,CN,1645277736
485,Leningradskiy,69.3833,178.4167,-30.01,96,79,4.7,RU,1645277736
486,Whittlesea,-32.1759,26.8244,92.41,15,83,18.7,ZA,1645277736
487,Faanui,-16.4833,-151.75,80.26,73,100,12.21,PF,1645277736
488,Matara,5.9485,80.5353,78.03,82,82,0.65,LK,1645277686
489,Puerto Nariño,-3.7703,-70.3831,75.15,70,91,3.71,CO,1645277736
490,Myitkyina,25.3833,97.4,62.44,38,0,2.55,MM,1645277736
491,Dzaoudzi,-12.7887,45.2699,85.89,70,100,3.44,YT,1645277737
492,El Alto,-4.2714,-81.2147,74.86,63,66,4.68,PE,1645277737
493,Young,-32.6833,-57.6333,81.23,39,0,5.32,UY,1645277737
494,Canchungo,12.0672,-16.0333,93.33,11,48,1.25,GW,1645277737
495,Ḩasanābād,36.5465,61.0543,70.02,23,0,6.91,IR,1645277737
496,Māngrol,21.1167,70.1167,76.12,55,16,14.92,IN,1645277737
497,La Palma,33.8464,-118.0467,63.9,68,0,0.0,US,1645277737
498,Dhārchula,29.85,80.5333,48.97,62,80,4.79,IN,1645277737
499,Galesong,-5.3166,119.3661,78.82,77,99,5.39,ID,1645277737
500,Līsakovsk,52.5369,62.4936,0.73,92,5,5.19,KZ,1645277737
501,Saint-Louis,16.3333,-15.0,92.43,8,2,9.48,SN,1645277737
502,Bintulu,3.1667,113.0333,77.41,100,40,5.01,MY,1645277738
503,Rafaela,-31.2503,-61.4867,90.05,43,0,1.99,AR,1645277738
504,Lubango,-14.9172,13.4925,69.91,71,92,1.3,AO,1645277594
505,General Roca,-39.0333,-67.5833,82.62,25,0,9.66,AR,1645277536
506,Biu,10.6129,12.1946,88.34,10,37,10.2,NG,1645277738
507,Saint-Augustin,51.226,-58.6502,0.63,78,92,10.22,CA,1645277738
508,Kachīry,53.0675,76.1036,3.34,92,5,4.92,KZ,1645277738
509,Brae,60.3964,-1.353,40.91,57,26,15.14,GB,1645277738
510,Umluj,25.0213,37.2685,66.06,47,0,13.29,SA,1645277739
511,Saint George,37.1041,-113.5841,48.34,44,0,4.61,US,1645277739
512,Ruidoso,33.3317,-105.673,33.15,40,0,5.75,US,1645277739
513,Safranbolu,41.2508,32.6942,46.13,68,5,1.48,TR,1645277739
514,Strezhevoy,60.7333,77.5889,24.78,91,19,8.7,RU,1645277739
515,Chernyshevskiy,63.0128,112.4714,-25.35,100,93,2.28,RU,1645277739
516,Sterling,39.0062,-77.4286,34.59,66,0,11.99,US,1645277597
517,Mount Gambier,-37.8333,140.7667,51.71,87,99,3.44,AU,1645277739
518,Watertown,42.3709,-71.1828,28.98,58,0,9.22,US,1645277739
519,Buraidah,26.326,43.975,82.85,46,53,19.82,SA,1645277640
520,Comodoro Rivadavia,-45.8667,-67.5,69.66,46,20,12.66,AR,1645277740
521,Akureyri,65.6835,-18.0878,17.53,62,0,2.3,IS,1645277440
522,Fairbanks,64.8378,-147.7164,2.82,82,100,0.0,US,1645277740
523,Iwaki,37.05,140.8833,40.77,93,100,4.65,JP,1645277740
524,Oriximiná,-1.7656,-55.8661,81.43,69,97,3.13,BR,1645277740
525,Viedma,-40.8135,-62.9967,81.3,35,52,7.76,AR,1645277740
526,Kamskiye Polyany,55.4307,51.4171,27.41,93,100,15.48,RU,1645277740
527,Banff,51.1762,-115.5698,39.58,56,91,10.36,CA,1645277512
528,Cockburn Town,21.4612,-71.1419,77.14,75,100,16.22,TC,1645277740
529,San Policarpo,12.1791,125.5072,80.13,83,100,8.23,PH,1645277740
530,Salalah,17.0151,54.0924,78.89,57,40,6.91,OM,1645277740
531,Isla Vista,34.4133,-119.861,59.83,58,0,0.0,US,1645277741
532,Abéché,13.8292,20.8324,89.6,10,0,8.14,TD,1645277741
533,Pahrump,36.2083,-115.9839,48.18,31,0,1.05,US,1645277741
534,Tadine,-21.55,167.8833,78.26,87,100,9.69,NC,1645277741
535,Birjand,32.8663,59.2211,63.07,15,0,13.8,IR,1645277741
536,Kailua,21.4022,-157.7394,69.78,97,19,1.01,US,1645277741
537,Robāţ Karīm,35.4846,51.0829,57.06,30,100,10.36,IR,1645277642
538,Bo Phloi,14.3236,99.5161,84.31,72,20,2.42,TH,1645277741
539,Mozarlândia,-14.7447,-50.5706,70.12,98,100,7.52,BR,1645277741
540,Birao,10.2849,22.7882,96.3,7,14,10.4,CF,1645277741
541,Châteauroux,46.8167,1.7,50.0,53,75,16.11,FR,1645277741
542,Bandarbeyla,9.4942,50.8122,76.75,66,0,18.52,SO,1645277741
543,Medzilaborce,49.2719,21.9007,50.79,54,29,7.0,SK,1645277742
544,Ati,13.2154,18.3353,89.55,10,2,16.51,TD,1645277742
545,Ullapool,57.8987,-5.1604,44.76,79,6,4.43,GB,1645277742
546,Boa Vista,2.8197,-60.6733,82.38,57,0,13.8,BR,1645277742
547,Sokoni,-6.4333,39.55,89.89,73,68,11.72,TZ,1645277473
548,Kampene,-3.6,26.6667,74.37,89,99,4.41,CD,1645277742
549,San Ramon,37.7799,-121.978,52.9,77,0,1.01,US,1645277742
550,Syas'stroy,60.1367,32.5691,32.49,98,100,10.02,RU,1645277742
551,Brønnøysund,65.4625,12.1997,32.0,93,100,5.99,NO,1645277742
552,Standerton,-26.9337,29.2415,72.61,63,70,4.94,ZA,1645277742
